11,1,-65.73,623.68,134.35,336.16,0.82,-1,-1,-1
12,1,-60.86,623.62,133.68,335.11,0.85,-1,-1,-1
13,1,-56.59,620.80,135.06,340.06,0.86,-1,-1,-1
14,1,-49.72,619.32,134.07,340.43,0.86,-1,-1,-1
15,1,-41.88,617.74,132.30,341.05,0.87,-1,-1,-1
16,1,-35.87,616.41,130.36,342.61,0.87,-1,-1,-1
17,1,-27.90,615.72,128.12,343.39,0.89,-1,-1,-1
18,1,-17.36,615.80,126.09,343.89,0.90,-1,-1,-1
19,1,-6.38,616.15,123.96,343.21,0.91,-1,-1,-1
20,1,2.34,616.86,122.78,342.38,0.90,-1,-1,-1
21,1,11.37,617.43,123.00,341.24,0.91,-1,-1,-1
22,1,20.60,618.73,124.75,339.72,0.93,-1,-1,-1
23,1,28.66,618.70,128.60,339.67,0.94,-1,-1,-1
24,1,34.60,620.03,132.37,337.79,0.92,-1,-1,-1
25,1,38.15,621.07,136.48,337.08,0.93,-1,-1,-1
26,1,39.66,620.93,140.76,337.35,0.92,-1,-1,-1
27,1,41.97,620.34,144.84,337.99,0.92,-1,-1,-1
28,1,44.85,619.59,147.84,337.71,0.91,-1,-1,-1
29,1,50.84,619.04,149.63,338.40,0.91,-1,-1,-1
30,1,57.05,617.78,150.09,338.66,0.91,-1,-1,-1
31,1,65.42,616.25,149.11,338.76,0.91,-1,-1,-1
32,1,74.82,615.15,146.75,338.80,0.90,-1,-1,-1
33,1,90.37,615.02,143.09,338.02,0.90,-1,-1,-1
34,1,108.82,615.52,139.50,337.19,0.88,-1,-1,-1
35,1,124.81,614.93,137.67,338.74,0.89,-1,-1,-1
36,1,138.00,615.51,136.05,338.53,0.89,-1,-1,-1
37,1,146.90,615.75,135.67,338.45,0.77,-1,-1,-1
38,1,154.01,616.37,136.49,337.89,0.91,-1,-1,-1
39,1,160.58,618.20,137.79,336.09,0.90,-1,-1,-1
40,1,166.00,618.90,140.48,334.89,0.91,-1,-1,-1
41,1,169.72,619.15,144.51,337.09,0.91,-1,-1,-1
42,1,173.25,619.77,146.89,334.76,0.92,-1,-1,-1
43,1,175.82,619.47,149.99,336.01,0.93,-1,-1,-1
44,1,180.55,619.35,151.43,336.48,0.92,-1,-1,-1
45,1,186.73,618.24,152.21,338.25,0.92,-1,-1,-1
46,1,194.32,617.29,151.19,338.92,0.91,-1,-1,-1
47,1,202.84,616.40,148.97,339.17,0.91,-1,-1,-1
48,1,213.16,616.34,145.02,338.99,0.90,-1,-1,-1
49,1,225.53,615.26,140.80,339.97,0.90,-1,-1,-1
50,1,243.12,615.39,135.77,341.39,0.90,-1,-1,-1
51,1,257.49,615.71,131.81,341.66,0.90,-1,-1,-1
52,1,269.06,616.90,128.48,340.16,0.90,-1,-1,-1
53,1,279.25,617.35,127.32,339.05,0.84,-1,-1,-1
54,1,289.03,618.06,128.33,338.10,0.92,-1,-1,-1
55,1,296.57,618.32,131.15,337.74,0.92,-1,-1,-1
56,1,302.84,619.21,134.45,336.28,0.91,-1,-1,-1
57,1,306.54,619.27,138.38,336.01,0.92,-1,-1,-1
58,1,308.90,620.08,141.89,335.12,0.93,-1,-1,-1
59,1,310.79,620.38,145.16,335.32,0.92,-1,-1,-1
59,2,-95.53,587.84,182.81,366.24,0.78,-1,-1,-1
60,1,314.42,619.16,148.02,336.74,0.92,-1,-1,-1
60,2,-85.38,586.74,182.95,366.97,0.84,-1,-1,-1
61,1,320.72,618.96,148.97,336.48,0.92,-1,-1,-1
61,2,-77.69,590.70,181.05,364.13,0.83,-1,-1,-1
62,1,327.44,618.08,148.80,336.66,0.91,-1,-1,-1
62,2,-75.87,591.68,182.63,368.32,0.85,-1,-1,-1
63,1,335.36,617.22,147.58,337.25,0.91,-1,-1,-1
63,2,-66.44,592.81,179.97,365.97,0.87,-1,-1,-1
64,1,345.52,616.37,144.39,336.95,0.91,-1,-1,-1
64,2,-59.70,592.85,177.47,364.84,0.85,-1,-1,-1
65,1,358.65,616.05,140.43,336.84,0.90,-1,-1,-1
65,2,-56.63,590.60,176.59,367.77,0.79,-1,-1,-1
66,1,377.93,615.94,136.68,337.33,0.89,-1,-1,-1
66,2,-54.99,588.94,174.80,368.56,0.82,-1,-1,-1
67,1,392.66,616.44,132.95,337.51,0.88,-1,-1,-1
67,2,-48.09,587.23,173.00,372.09,0.87,-1,-1,-1
68,1,405.32,617.95,130.41,336.79,0.89,-1,-1,-1
68,2,-33.44,586.60,167.45,370.16,0.67,-1,-1,-1
69,1,414.33,618.27,129.26,335.19,0.89,-1,-1,-1
69,2,-18.82,586.10,162.85,370.74,0.90,-1,-1,-1
70,1,423.14,619.44,129.97,333.53,0.93,-1,-1,-1
70,2,-4.71,585.66,159.77,373.34,0.42,-1,-1,-1
71,1,431.12,619.35,133.42,333.98,0.94,-1,-1,-1
71,2,7.92,586.31,157.20,375.62,0.84,-1,-1,-1
72,1,437.94,619.84,136.97,332.04,0.93,-1,-1,-1
72,2,20.36,588.42,154.21,372.48,0.92,-1,-1,-1
73,1,441.79,620.28,141.35,331.59,0.94,-1,-1,-1
73,2,31.22,590.29,152.71,368.59,0.93,-1,-1,-1
74,1,443.52,620.70,145.97,332.76,0.95,-1,-1,-1
74,2,41.39,592.58,152.86,364.45,0.92,-1,-1,-1
75,1,445.43,621.91,149.82,333.22,0.94,-1,-1,-1
75,2,48.20,593.70,154.58,362.64,0.92,-1,-1,-1
76,1,448.77,621.56,152.81,334.72,0.94,-1,-1,-1
76,2,53.32,593.56,157.18,361.99,0.92,-1,-1,-1
77,1,453.59,620.63,154.69,336.62,0.94,-1,-1,-1
77,2,56.20,594.28,159.80,360.97,0.93,-1,-1,-1
78,1,460.51,619.47,154.65,338.12,0.92,-1,-1,-1
78,2,58.61,594.27,162.64,360.88,0.91,-1,-1,-1
79,1,470.08,618.77,152.85,338.42,0.93,-1,-1,-1
79,2,61.92,593.18,165.24,363.00,0.91,-1,-1,-1
80,1,478.92,617.44,150.13,339.05,0.92,-1,-1,-1
80,2,64.53,592.23,167.04,364.34,0.92,-1,-1,-1
81,1,489.93,616.42,145.88,339.80,0.92,-1,-1,-1
81,2,71.35,591.07,167.65,366.18,0.91,-1,-1,-1
82,1,505.66,616.31,141.14,339.81,0.85,-1,-1,-1
82,2,78.68,589.04,167.81,369.52,0.91,-1,-1,-1
83,1,519.93,616.80,138.48,340.32,0.90,-1,-1,-1
